property_name,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathrooms,bedrooms
2Bhk furnished flat for Rent At karaparamb,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,2Bhk furnished flat for Rent At karaparamb","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/apooswv63ac03-IN/image;s=850x0,"2 Bhk furnished flat for Rent At karaparamb ,2Bhk attached ,Balcony ,Bed with Cott,Table with chairs ,Modular kitchen ,Amenities ,Swimming pool ,Lift ,Security ,Gym,Rent-30000+2500,More Details ,Endless properties ,2Nd floor Kairali Complex ,Thondayad, Calicut",Endless properties,"Karaparamba, Kozhikode, Kerala",Flats / Apartments,2,2
"FIRST FLOOR FOR RENT MANKAVE, CALICUT.","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,FIRST FLOOR FOR RENT MANKAVE, CALICUT.","{'amount': '9000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/su9scfg92qk91-IN/image;s=850x0,"FIRST FLOOR FOR RENT MANKAVE, CALICUT.,2 BEDROOMS ATTACHED, HALL, KITCHEN, KWA WATER& GOOD WELL WATER, CAR SITE. (FAMILY ONLY),ADVANCE:30000/-,RENT:9000/-",Super Deal,"Govindapuram, Kozhikode, Kerala",Flats / Apartments,2,2
3BHK fully furnished home for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thadambattuthazham,3BHK fully furnished home for rent","{'amount': '26000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0fbeg4e75qze2-IN/image;s=850x0,"For rent: Fully furnished 3-bedroom, 2-bathroom house, perfect for families. Features spacious living areas, modern kitchen with appliances, cozy bedrooms, and a backyard for outdoor enjoyment. Conveniently located near schools, parks, and shopping centers.",Gopalakrishnan PV,"Thadambattuthazham, Kozhikode, Kerala",Individual House / Villa,3,3
Luxury furnished 3bhk flat for rent near Thondayad cyberpark,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Luxury furnished 3bhk flat for rent near Thondayad cyberpark","{'amount': '33000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yujtphspdf7t2-IN/image;s=850x0,"Luxury furnished 3bhk flat for rent near Thondayad cyberpark,Ready to move,Luxury furnished,Reserved car parking,Newly constructed flat,Well maintained association,24hrs water, electricity power back up, security, cctv, guest parking, waste management system, children's play area, gym, pool etc,Very near to cyberpark, hilte mall.,Easy to access Lulu mall, gokulam school, pottammal jn, Thondayad jn, medical collage etc.,Rent 33k",PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Flats / Apartments,3,3
പുതിയ വീട് വാടകയ്ക്ക് സൈബർ പാർക്കിന് സമീപം,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,പുതിയ വീട് വാടകയ്ക്ക് സൈബർ പാർക്കിന് സമീപം","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dt4h3edq3v9r3-IN/image;s=850x0,ബോയ്സിന് മാത്രം കോമൺ കിച്ചൻ അറ്റാച്ച്ഡ് ബാത്റൂം 400 മീറ്റർ ദൂരം സൈബർ പാർക്ക് ഒരാൾക്ക് 3000 രൂപ  അഞ്ചുപേർക്ക് മാത്രം,HPK,"Kovoor, Kozhikode, Kerala",Individual House / Villa,2,2
PG facility in Calicut near Thondayad cyber park,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,PG facility in Calicut near Thondayad cyber park","{'amount': '4000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qs5fn2po6p692-IN/image;s=850x0,"PG facility near Thondayad cyber park , easy access to Hilite mall , star care hospital , medical college etc",Nda ,"Thondayad, Kozhikode, Kerala",Individual House / Villa,2,2
For rent  home at chevarambalam,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam,For rent  home at chevarambalam","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6q46by8cusb53-IN/image;s=850x0,Contact only genuine persons,Baiju,"Chevarambalam, Kozhikode, Kerala",Individual House / Villa,2,4
"SINGLE BED ROOM FURNISHED NEAR MIMS HOSPITAL, CALICUT.","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,SINGLE BED ROOM FURNISHED NEAR MIMS HOSPITAL, CALICUT.","{'amount': '17000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kya5y1l6m72g-IN/image;s=850x0,"SINGLE BED ROOM FURNISHED NEAR MIMS HOSPITAL, CALICUT.,1BEDROOM ATTACHED,HALL,KITCHEN,GOOD WELL WATER & KWA WATER,CAR SITE.,ADVANCE:30000/-,RENT:17000/-(MONTHLY RENT AVAILABLE)",Super Deal,"Govindapuram, Kozhikode, Kerala",Flats / Apartments,1,1
3 bhk individual  house for rent  @ pokunnu near mangavu,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,3 bhk individual  house for rent  @ pokunnu near mangavu","{'amount': '19000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/q7gx7leqi2ch-IN/image;s=850x0,"Mankavu pantheerankavu bus route side ,3bhk,2attached,2halls,varanda, kitchen,store, outside toilet & bathroom, full y closed compound wall with wide gate, pure well water& water authority connection,tressed terous etc.Around 3,4 km from Gokulam public school,hilite mall, Global English School,Mims, Oxford School,ciber park, Xylem NEET coaching centre etc,All most  all school buses are passing through this route.",Shabeer,"Mankavu, Kozhikode, Kerala",Individual House / Villa,3,3
"Well water, furniture available, two Wheeler site 40 mtr","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal,Well water, furniture available, two Wheeler site 40 mtr","{'amount': '10000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/g4zelxc0lcrf1-IN/image;s=850x0,50000advance,സുനിൽ കെ നായർ,"Pottammal, Kozhikode, Kerala",Individual House / Villa,1,1
FULL FURNISHED DOUBLE STORIED HOUSE FOR RENT MEENCHANDHA CALICUT.,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Meenchanda,FULL FURNISHED DOUBLE STORIED HOUSE FOR RENT MEENCHANDHA CALICUT.","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ruy06t0q58lb2-IN/image;s=850x0,"FULL FURNISHED DOUBLE STORIED HOUSE FOR RENT MEENCHANDHA CALICUT.,4 BED ROOM ATTACHED,HALL , KITCHEN,GOOD WELL WATER & KWA WATER,CAR SITE.(FAMILY ONLY),ONE AC ROOM,ADVANCE:1 LAKH,RENT:30000/-",Super Deal,"Meenchanda, Kozhikode, Kerala",Individual House / Villa,4,4
"GROUND FLOOR FOR RENT,GOVINDAPURAM ,CALICUT","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,GROUND FLOOR FOR RENT,GOVINDAPURAM ,CALICUT","{'amount': '6500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/sze3vqf9u8dk3-IN/image;s=850x0,"ONE BEDROOM ATTACHED,GOOD WELL WATER,TWO WHEELER SITE,RENT:6500,ADVANCE:30000",TRUTH REAL ESTATE,"Govindapuram, Kozhikode, Kerala",Individual House / Villa,2,2
3 BHK villa for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,3 BHK villa for rent","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/aa9lrqiiedz72-IN/image;s=850x0,"24 hrs security,Visitor’s Car park,Landscaped area,Kid’s play area,CCTV Surveillance,Intercom facility,Yoga room,Fitness centre,Visitor’s lounge,Home care office,Driver’s room,Led lighting in common area,Sewage treatment plant,Association hall,Roof top party area,Library room",Violet properties,"Chevayoor, Kozhikode, Kerala",Individual House / Villa,4,3
Looking for Flatmate | 2 rooms available | Room for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,Looking for Flatmate | 2 rooms available | Room for rent","{'amount': '6000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kw3oodufswd42-IN/image;s=850x0,"3 BHK Aaprtment ,Already rented. ,Family not allowed ,2 rooms available in 3bhk, ,No car parking, Bike parking only,Kitchen available",Naseem,"Mankavu, Kozhikode, Kerala",Flats / Apartments,2,3
2 bhk apartment near bavans school chevayur,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,2 bhk apartment near bavans school chevayur","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/uzzur6h4iey93-IN/image;s=850x0,2 bhk apartment near bavans school,Muneer..,"Chevayoor, Kozhikode, Kerala",Flats / Apartments,,
3 Bhk  flat for Rent at Methottuthazam,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal,3 Bhk  flat for Rent at Methottuthazam","{'amount': '26000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/brv3dcsb4mdt1-IN/image;s=850x0,"3Bhk Furnished flat for Rent At Calicut Town,3 bhk attached,modular kitchen,bed with cot,sofa,Table with chairs,Amenities,Swimming pool,Multipurpose Gym,Table Tennis,Kids play Area,Intercom facility,Rent-26000,More Details,Endless properties,2nd floor kairali complex,Thondayad Calicut",Endless properties,"Pottammal, Kozhikode, Kerala",Flats / Apartments,3,3
Homestay only for family,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Silver Hill,Homestay only for family","{'amount': '13000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/axgotmi2ndhc2-IN/image;s=850x0,Up stair - 2 bhk - only for family members,OLX User,"Silver Hill, Kozhikode, Kerala",Individual House / Villa,2,2
"Flat for rent seeking flat mate for 2bhk ,l bhk for rent","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Beach,Flat for rent seeking flat mate for 2bhk ,l bhk for rent","{'amount': '10000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/npcohtrh8zq23-IN/image;s=850x0,"One room available in a spacious 2-bedroom flat in calicut near calicut beach  . Rent is 10000/month, utilities included.Shared kitchen living room and balcony . Seeking a non-smoker, professional or student",YzN,"Calicut Beach, Kozhikode, Kerala",Flats / Apartments,2,2
Rented home ( upstair) near HiliteMall/Lulu Mall/ Cyber park,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Olavanna,For Rent: Houses & Apartments in Guruvayurappan College,Rented home ( upstair) near HiliteMall/Lulu Mall/ Cyber park","{'amount': '11000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/imlt8qsxwqrp1-IN/image;s=850x0,"Title: 2 BHK House for Rent - Pokkunnu Konthanari (Upstairs) with Open Well Water & Parking- near Hilite mall / LuluMall/ cyber park,Description:,Spacious 2 BHK house available for rent at Pokkunnu Konthanari, just 2 km from Mankavu and Pantheerankavu bypasses. This upstairs unit is perfect for families, featuring open well water and a dedicated parking slot. Located near Hilite Mall and Lulu Mall, as well as colleges and hospitals, for all essential services.,Details:,	•	Rent: Rs. 11,000/month,	•	Advance: Rs. 30,000,	•	Type: 2 BHK (Upstairs),	•	Water Supply: Open well water,	•	Parking: Dedicated parking slot,	•	Accessibility: Walkable distance to nearest bus stand, easily accessible by personal four-wheelers,	•	Proximity: Close to Hilite Mall, Lulu Mall, Cyber park, colleges, hospitals, and basic amenities,	•	Preference: Families,Brokers please excuse.,Contact: Genuine tenants only, please reach out for more details or to schedule a visit.",Sathy Teacher,"Guruvayurappan College, Olavanna, Kerala",Individual House / Villa,2,2
Kozhikode Nadakkav 2 Bedroom House for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,Kozhikode Nadakkav 2 Bedroom House for rent","{'amount': '13500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ezkzh3pxlo7e2-IN/image;s=850x0,"First floor. Rent. 13500 Advance 60000,KAIRALI PROPERTIES KOZHIKODE ,Pic may not be original",KAIRALI PROPERTIES  CALICUT,"Nadakkavu, Kozhikode, Kerala",Individual House / Villa,2,2
HOSTEL ROOM FOR MEN,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in West Nadakkavu,HOSTEL ROOM FOR MEN","{'amount': '3000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ujd9fa12a4d73-IN/image;s=850x0,"Free WiFi, free drinking water, free gas and stove, water, bike parking, ,electricity, bed, fan all are including the price !",sunu calicut,"West Nadakkavu, Kozhikode, Kerala",Individual House / Villa,2,3
3 BHK unfurnished house for rent at Karaparambu,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,3 BHK unfurnished house for rent at Karaparambu","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s0b63nc7y1to2-IN/image;s=850x0,"ഗോവിന്ദപുരം,മൈലാംമ്പാടി വീടിന്റെ മേൽഭാഗം വാടകയ്ക്ക് ,Fully ഫുർണിചർ,2bed room attached,ലേഡീസിന് കൊടുക്കും,Rent 22000,Advance 1Lak,വീട് വാടകയ്ക്ക് , kT gopalan Road,Kottuli,4 bed room,3attached,കിണർ വെള്ളം,Car parking ,Rent 22000,Advance 3month,തിരുവണ്ണൂർ,വീടിന്റെ മേൽഭാഗം വാടകയ്ക്ക് ,3bed room,2,attached ,1commen bathroom ,കിണർ വെള്ളം,car parking,Rent17000,Advance 3month,NB: Working Womens കൊടുക്കും,പൊറ്റമ്മൽ,വീടിന്റെ മേൽഭാഗം വാടകയ്ക്ക്,2bed room attached ,Fully ഫുർണിചർ,Rent 18000,Advance 3month,ചേവരമ്പലം, Near തോട്ടിൽ പീടിക ,റോസ് ഗാർഡൻ റോഡ്,വീട് വാടകയ്ക്ക്,4bed room ,1attached,2commen bathroom,Rent 15000,Advance 50000,തൊണ്ടയാട് വീട് വാടകയ്ക്ക് ,4bed room all attached,കിണർ വെള്ളം,Car parking ,Rent 35000,Advance 3month,മാങ്കാവ് കുളങ്ങരപീടിക വീട് വാടകയ്ക്ക് ,2room 1attached,1commen bathroom,Rent 8000,Advance 50000,EY consultancy",Gopikagireesh,"Nadakkavu, Kozhikode, Kerala",Individual House / Villa,3,3
കോഴിക്കോട് തൊണ്ടയാട് 5 ബെഡ്റൂം വീട് വാടകയ്ക്ക്,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,കോഴിക്കോട് തൊണ്ടയാട് 5 ബെഡ്റൂം വീട് വാടകയ്ക്ക്","{'amount': '35501', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6rffeo9c4a7q-IN/image;s=850x0,കിണർ വെള്ളം കാർ പാർക്കിംഗ്,RRR,"Thondayad, Kozhikode, Kerala",Individual House / Villa,4+,4+
Luxury 2bhk flat for rent near pantheerankavu calicut,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Luxury 2bhk flat for rent near pantheerankavu calicut","{'amount': '33000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ilck65333yy83-IN/image;s=850x0,"Luxury 2bhk flat for rent near pantheerankavu calicut.,Ready to move,Luxury furnished, Reserved car parking,Highway frontage, Easy to access hilite mall, kadavu resort, Calicut airport etc,Luxury facilities and amenities ,Rent 33k",PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Flats / Apartments,2,2
House for rent @ Ngo Quaters Calicut,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi,House for rent @ Ngo Quaters Calicut","{'amount': '23000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s30ahqhjynzz-IN/image;s=850x0,Near by silver hills school premium luxurious home,Sunil Kc,"Paroppadi, Kozhikode, Kerala",Individual House / Villa,3,3
